,ambition1,confidence1,patience1,kindness1,creativity1,resposibility1,optimism1,courage1,modesty1,perseverance1,ambition2,confidence2,patience2,kindness2,creativity2,resposibility2,optimism2,courage2,modesty2,perseverance2,match
494,0.49,0.55,0.41,0.98,0.74,0.29,0.04,0.95,0.84,0.55,0.19,0.16,0.79,0.22,0.07,0.92,0.23,0.44,0.24,0.07,0
495,0.98,0.36,0.74,0.73,0.45,0.92,0.12,0.96,0.77,0.43,0.12,0.96,0.19,0.29,0.84,0.76,0.01,0.94,0.44,0.82,0
496,0.98,0.54,0.69,0.46,0.65,0.52,0.44,0.68,0.18,0.17,0.09,1.0,0.54,0.04,0.66,0.5,0.31,0.14,0.68,0.89,0
497,0.83,0.78,0.3,0.65,0.05,0.4,0.47,0.39,0.96,0.42,0.35,0.33,0.82,0.41,0.4,0.26,0.97,0.55,0.17,0.02,1
498,0.98,0.84,0.77,0.56,0.24,0.53,0.89,0.71,0.59,0.16,0.9,0.94,0.11,0.42,0.37,0.45,0.57,0.88,0.27,0.22,1
499,0.61,0.82,0.32,0.67,0.12,0.58,0.49,0.82,0.99,0.37,0.19,0.77,0.82,0.54,0.15,0.69,0.54,0.24,0.45,0.29,1
500,0.95,0.62,0.31,0.89,0.63,0.55,0.0,0.49,0.7,0.23,0.34,0.58,0.85,0.64,0.69,0.94,0.13,0.64,0.52,0.83,0
501,0.95,0.56,0.3,0.45,0.46,0.19,0.85,0.84,0.57,0.21,0.75,0.44,0.0,0.55,0.84,0.01,0.67,0.13,0.56,0.15,1
502,0.68,0.58,0.68,0.96,0.19,0.47,0.31,0.63,0.32,0.89,0.06,0.49,0.43,0.24,0.54,0.17,0.73,0.11,0.25,0.92,0
503,0.58,0.02,0.16,0.42,0.61,0.31,0.12,0.98,0.69,0.55,0.08,0.04,0.88,0.25,0.04,0.62,0.0,0.13,0.09,0.23,0
504,0.91,0.16,0.96,0.27,1.0,0.36,0.88,0.67,0.64,0.36,0.09,0.53,0.6,0.98,0.25,0.74,0.31,0.35,0.84,0.64,0
505,0.38,0.67,0.41,0.43,0.89,0.66,0.52,0.08,0.1,0.78,0.1,0.56,0.69,0.03,0.22,0.25,0.65,0.65,0.46,0.42,1
506,0.7,0.71,0.11,0.28,0.01,0.81,0.76,0.16,0.78,0.15,0.39,0.08,0.08,0.24,0.82,0.52,0.76,0.1,0.41,0.14,1
507,0.98,0.63,0.37,0.19,0.7,0.36,0.02,0.76,0.72,0.12,0.19,0.66,0.89,0.94,0.58,0.43,0.85,0.71,0.03,0.66,0
508,0.95,0.68,0.2,0.18,0.87,0.38,0.12,0.14,0.13,0.45,0.53,0.27,0.42,0.28,0.5,0.87,0.18,0.3,0.26,0.25,1
509,0.92,1.0,0.29,0.12,0.29,0.48,0.48,0.61,0.49,0.63,0.51,0.67,0.83,0.92,0.87,0.36,0.91,0.07,0.7,0.21,0
510,0.74,0.72,0.24,0.18,0.77,0.4,0.33,0.33,0.18,0.21,0.01,0.25,0.24,0.88,0.53,0.03,0.7,0.83,0.85,0.85,0
511,0.58,0.07,0.73,0.55,0.83,0.96,0.84,0.7,0.4,0.64,0.03,0.45,0.3,0.55,0.06,0.64,0.85,0.36,0.36,0.12,0
512,0.68,0.35,0.8,0.69,0.69,0.48,0.13,0.58,0.72,0.55,0.04,0.14,0.81,0.72,0.76,0.35,0.05,0.18,0.61,0.13,1
513,0.6,0.87,0.88,0.67,0.45,0.97,0.92,0.3,0.34,0.23,0.41,0.76,0.05,0.44,0.92,0.35,0.7,0.56,0.49,0.92,0
514,0.87,0.11,0.28,0.25,0.45,0.11,0.13,0.02,0.67,0.89,0.53,0.04,0.08,0.68,0.23,0.47,0.66,0.7,0.14,0.17,0
515,0.82,0.67,0.19,0.59,0.64,0.93,0.24,0.39,0.16,0.34,0.27,0.07,0.76,0.06,0.91,0.7,0.66,0.99,0.51,0.04,0
516,0.7,0.66,0.48,0.48,0.52,0.2,0.76,0.76,0.21,0.99,0.44,0.61,0.59,0.57,0.04,0.27,0.2,0.53,1.0,0.4,0
517,0.93,0.09,0.64,0.24,0.83,0.25,0.11,0.85,0.01,0.55,0.44,1.0,0.24,0.8,0.24,0.9,0.52,0.39,0.17,0.47,0
518,0.92,0.6,0.69,0.21,0.0,0.5,0.63,0.97,0.8,0.9,0.64,0.8,0.51,0.68,0.25,0.08,0.22,0.94,0.64,0.82,1
519,0.13,0.45,0.48,0.93,0.31,0.38,0.85,0.52,0.08,0.27,0.06,1.0,0.34,0.79,0.94,0.51,0.71,0.07,0.56,0.87,0
520,0.24,0.89,0.55,0.02,0.7,0.12,0.61,0.57,0.86,0.61,0.11,0.29,0.18,0.75,0.86,0.92,0.16,0.39,0.45,0.42,0
521,0.74,0.51,0.7,0.83,0.82,0.03,0.25,0.78,0.4,0.26,0.23,0.17,1.0,1.0,0.59,0.24,0.27,0.79,0.43,0.35,1
522,0.08,0.57,0.64,0.11,0.62,0.88,0.49,0.38,0.29,0.85,0.04,0.3,0.71,0.74,0.33,0.26,0.22,0.59,0.29,0.84,1
523,0.8,0.64,0.02,0.03,0.13,0.72,0.98,0.72,0.81,0.14,0.66,0.06,0.87,0.31,0.87,0.42,0.27,0.59,0.82,0.72,0
524,0.95,0.4,0.5,0.74,0.83,0.49,0.07,0.39,0.3,0.1,0.79,0.59,0.13,1.0,0.73,0.77,0.74,0.53,0.25,0.42,1
525,0.98,0.53,0.38,0.91,0.08,0.85,0.43,0.27,0.9,0.43,0.33,0.9,0.31,1.0,0.37,0.74,0.0,0.31,0.36,0.57,1
526,0.68,0.73,0.57,0.33,0.24,0.99,0.73,0.64,0.65,0.57,0.6,0.42,0.74,0.11,0.22,0.21,0.4,0.29,0.33,0.58,1
527,0.9,0.04,0.41,0.42,0.48,0.35,0.41,0.81,0.77,0.67,0.61,0.17,0.38,0.76,0.65,0.56,0.27,0.37,0.86,0.1,1
528,0.51,0.31,0.46,0.98,0.82,0.87,0.12,0.0,0.49,0.35,0.44,0.28,0.71,0.11,0.54,0.97,0.34,0.95,0.09,0.74,1
529,0.94,0.24,0.44,0.52,0.25,0.73,0.74,0.32,0.15,0.11,0.9,0.27,0.3,0.81,0.66,1.0,0.23,0.04,0.93,0.21,1
530,0.99,0.19,0.63,0.24,0.58,0.57,0.73,0.94,0.11,0.64,0.72,0.22,0.5,0.26,0.67,0.01,0.87,0.94,0.1,0.49,1
531,0.78,0.51,0.16,0.28,0.2,0.95,0.4,0.72,0.22,0.98,0.43,0.89,0.33,0.2,0.73,0.13,0.68,0.04,0.51,0.73,0
532,0.47,0.31,0.55,0.38,0.67,0.03,0.4,0.44,0.04,0.69,0.26,0.13,0.66,0.03,0.18,0.29,0.89,0.92,0.95,0.75,1
533,0.84,0.35,0.92,0.44,0.62,0.32,0.98,0.24,0.96,0.73,0.63,0.14,0.61,0.18,0.1,0.59,0.83,0.95,0.14,0.43,0
534,0.99,0.38,0.77,0.44,0.36,0.17,0.58,0.24,0.17,0.13,0.94,0.03,0.45,0.41,0.84,0.22,0.78,0.31,0.02,0.29,1
535,0.83,0.42,0.36,0.51,0.71,0.34,0.93,0.12,0.68,0.79,0.19,0.56,0.51,0.39,0.81,0.45,0.61,0.98,0.89,0.9,1
536,0.9,0.14,0.81,0.98,0.45,0.06,0.01,0.16,0.89,0.87,0.21,0.16,0.44,0.47,0.36,0.39,0.59,0.44,0.65,0.9,0
537,0.91,0.75,0.41,0.35,0.93,0.71,0.26,0.78,0.85,0.41,0.47,0.13,0.91,0.41,0.42,0.29,0.15,0.53,0.11,0.26,0
538,0.44,0.46,0.29,0.79,0.13,0.64,0.66,0.17,0.39,0.55,0.12,0.22,0.15,0.67,0.43,0.4,0.91,0.19,0.28,0.53,1
539,0.93,0.39,0.55,0.79,0.71,0.32,0.2,0.23,0.07,0.56,0.35,0.92,0.22,1.0,0.5,0.49,0.5,0.02,0.66,0.18,0
540,0.5,0.47,0.04,0.29,0.52,0.1,0.45,0.59,0.41,0.0,0.24,0.39,0.91,0.3,0.3,0.95,0.44,0.45,0.02,0.86,0
541,0.53,0.65,0.13,0.36,0.03,0.8,0.96,0.83,0.63,0.03,0.33,0.61,0.38,0.92,0.57,0.44,0.05,0.25,0.68,0.09,0
542,0.77,0.58,0.93,0.54,0.22,0.72,0.0,0.03,0.16,0.26,0.48,0.22,0.59,0.44,0.13,0.34,0.25,0.48,0.57,0.61,1
543,0.36,0.23,0.08,0.67,0.1,0.35,0.63,0.32,0.49,0.91,0.21,0.11,0.6,0.66,0.03,0.0,0.3,0.33,0.14,0.23,1
544,0.93,0.89,0.38,0.66,0.27,0.17,0.27,0.97,0.94,0.75,0.1,0.13,0.89,0.08,0.05,0.83,0.77,0.76,0.44,0.63,0
545,0.6,0.85,0.51,1.0,0.48,0.21,0.06,0.69,0.96,0.83,0.11,0.14,0.43,0.47,0.83,0.75,0.35,0.14,0.56,0.02,0
546,0.06,0.6,1.0,0.75,0.77,0.96,0.0,0.27,0.98,0.99,0.0,0.45,0.44,0.53,0.26,0.72,0.75,0.38,0.64,0.33,0
547,0.81,0.53,0.69,0.63,0.57,0.74,0.77,0.16,0.0,0.8,0.03,0.04,0.71,0.11,0.06,0.24,0.88,0.8,0.88,0.11,0
548,0.84,0.51,0.35,0.69,0.81,0.35,0.16,0.73,0.7,0.38,0.3,0.31,0.22,0.79,0.92,0.74,0.72,0.64,0.7,0.83,1
549,0.74,0.41,0.25,0.9,0.6,0.21,0.8,0.39,0.26,0.46,0.01,0.21,0.32,0.12,0.8,0.16,0.87,0.73,0.51,0.14,1
550,0.59,0.43,0.53,0.64,0.11,0.1,0.72,0.98,0.35,0.06,0.36,0.37,0.95,0.91,1.0,0.38,0.67,0.27,0.67,0.87,0
551,0.52,0.25,0.27,0.61,0.48,0.94,0.3,0.02,0.43,0.35,0.41,0.0,0.45,0.8,0.39,0.99,0.56,0.75,0.36,0.45,1
552,0.75,0.35,0.3,0.04,0.46,0.36,0.89,0.59,0.44,0.01,0.24,0.55,0.14,0.91,0.86,0.45,0.64,0.51,0.66,0.19,1
553,0.76,0.55,0.6,0.96,1.0,0.41,0.2,0.35,0.45,0.64,0.16,0.17,0.31,0.81,0.7,0.21,0.67,0.79,0.38,0.13,1
554,0.27,0.4,0.03,0.54,0.37,0.86,0.51,0.31,0.36,0.48,0.22,0.28,0.39,0.94,0.02,0.73,0.0,0.19,0.03,0.07,1
555,0.33,0.84,0.32,0.14,0.83,0.76,0.07,0.01,0.75,0.18,0.18,0.23,0.84,0.26,0.0,0.29,0.66,0.57,0.53,0.63,0
556,0.61,0.72,0.02,0.07,0.03,0.44,0.41,0.37,0.78,0.01,0.39,0.78,0.93,0.32,0.28,0.86,0.62,0.83,0.12,0.23,1
557,0.31,0.87,0.45,0.23,0.26,0.33,0.47,0.4,0.03,0.52,0.16,0.26,0.65,0.81,0.46,0.44,0.53,0.78,0.15,0.55,1
558,1.0,0.88,0.14,0.28,0.11,0.88,0.84,0.4,0.05,0.21,0.82,0.34,0.19,0.64,0.83,0.31,0.51,0.13,0.36,0.35,0
559,0.63,0.68,0.64,0.85,0.62,0.66,0.25,0.66,0.68,0.49,0.12,0.25,0.35,0.88,1.0,0.0,0.67,0.27,0.11,0.19,0
560,0.99,0.15,0.85,0.62,0.19,0.0,0.2,0.58,0.2,0.43,0.92,0.29,0.21,0.91,0.9,0.57,0.23,0.58,0.4,0.46,0
561,0.99,0.87,0.95,0.47,0.7,0.98,0.66,0.44,0.47,0.18,0.61,0.88,0.19,0.51,0.01,0.73,0.54,0.7,0.79,0.56,1
562,0.64,0.4,0.57,0.73,0.77,0.98,0.37,0.96,0.16,0.37,0.04,0.38,0.12,0.83,0.17,0.49,0.46,0.26,0.34,0.7,0
563,0.62,0.93,0.57,0.7,0.86,0.06,0.22,0.12,0.02,0.04,0.1,0.84,0.23,0.49,0.14,0.95,0.58,0.3,0.17,0.94,0
564,0.44,0.36,0.37,0.74,0.78,0.35,0.88,0.41,0.94,0.27,0.42,0.67,0.97,0.0,0.69,0.51,0.74,0.3,0.85,0.3,1
565,0.94,0.46,0.3,0.62,0.91,0.78,0.95,0.98,0.25,0.1,0.79,0.04,0.77,0.33,0.67,0.17,0.53,0.55,0.02,0.47,1
566,0.41,0.72,0.1,0.77,0.36,0.8,0.03,0.75,0.3,0.95,0.0,0.1,0.08,0.14,0.61,0.27,0.09,0.45,0.58,0.24,0
567,0.79,0.91,0.98,0.87,0.1,0.97,0.59,0.01,0.81,0.5,0.43,0.37,0.95,0.93,0.87,0.82,0.25,0.17,0.79,0.6,1
568,0.42,0.34,0.18,0.23,0.34,0.76,0.3,0.21,0.09,0.15,0.15,0.09,0.14,0.34,0.12,0.82,0.99,0.6,0.9,0.91,0
569,0.32,0.15,0.5,0.43,0.5,0.49,0.53,0.97,0.96,0.26,0.24,0.89,0.96,0.78,0.1,0.65,0.94,0.09,0.61,0.28,1
570,0.44,0.69,0.28,0.55,0.03,0.49,0.1,0.51,0.22,0.45,0.44,0.01,0.09,0.96,0.06,0.94,0.68,0.45,0.31,0.69,1
571,0.95,0.89,0.93,0.99,0.08,0.82,0.68,0.34,0.16,0.9,0.67,0.88,0.73,0.85,0.0,0.7,0.29,0.35,0.4,0.0,1
572,0.94,0.53,0.4,0.29,0.34,0.46,0.82,0.9,0.59,0.73,0.56,0.24,0.79,0.01,0.22,0.63,0.7,0.99,0.41,0.37,1
573,0.76,0.17,0.47,0.16,0.35,0.39,0.76,0.48,0.55,0.61,0.33,0.11,0.06,0.65,0.67,0.3,0.77,0.77,0.67,0.88,1
574,0.34,0.58,0.98,0.59,0.17,0.63,0.11,0.78,0.58,0.6,0.26,0.32,0.57,0.37,0.46,0.14,0.89,0.37,0.86,0.56,1
575,0.92,0.73,0.17,0.77,0.27,0.01,0.45,0.76,0.04,0.77,0.37,0.3,0.68,0.62,0.23,0.64,0.81,0.23,0.75,0.42,0
576,0.33,0.3,0.32,0.28,0.89,0.52,0.02,0.87,0.51,0.31,0.05,0.42,0.14,0.47,0.34,0.96,0.4,0.89,0.48,0.22,1
577,0.74,0.9,0.54,0.57,0.5,0.14,0.47,0.54,0.48,0.29,0.69,0.22,0.67,0.85,0.9,0.86,0.69,0.53,0.25,0.26,1
578,0.51,0.62,0.22,0.86,0.27,0.76,0.58,1.0,0.7,0.79,0.22,0.13,0.01,0.42,0.53,0.48,0.36,0.26,0.65,0.53,1
579,0.71,0.56,0.59,0.51,0.28,0.85,0.99,0.69,0.77,0.01,0.24,0.11,0.33,0.39,0.7,0.09,0.76,0.19,0.83,0.02,1
580,0.9,0.75,0.73,0.78,0.56,0.58,0.44,0.68,0.09,0.1,0.72,0.14,0.71,0.18,0.92,0.87,0.96,0.95,0.89,0.61,0
581,0.99,0.72,0.55,0.5,0.11,0.99,0.16,0.44,0.49,0.4,0.15,0.45,0.5,0.2,0.15,0.81,0.04,0.04,0.62,0.18,1
582,0.23,0.41,0.77,0.69,0.45,0.17,0.89,0.2,0.38,0.91,0.14,0.14,0.04,0.01,0.48,0.32,0.12,0.81,0.03,0.57,0
583,0.49,0.01,1.0,0.4,0.35,0.86,0.71,0.74,0.47,0.4,0.01,0.35,0.95,0.96,0.36,0.25,0.87,0.27,0.53,0.26,1
584,0.78,0.82,0.59,0.0,1.0,0.59,0.55,0.03,0.35,0.54,0.18,0.41,0.59,0.32,0.42,0.22,0.35,0.47,0.64,0.02,0
585,0.81,0.4,0.2,0.49,0.01,0.38,0.14,0.24,0.19,0.44,0.49,0.48,0.59,0.22,0.72,0.96,0.18,0.93,0.28,0.26,0
586,0.79,0.33,0.25,0.03,0.84,0.77,0.3,0.29,0.41,0.03,0.1,0.79,0.67,0.08,0.7,0.07,0.64,0.08,0.92,0.69,0
587,0.35,0.35,0.03,0.75,0.27,0.51,0.1,0.1,0.23,0.26,0.34,0.76,0.37,0.58,0.15,0.7,0.37,0.55,0.96,0.45,1
588,0.8,0.12,0.39,0.75,0.74,0.92,0.44,0.65,0.25,0.76,0.52,0.28,0.92,0.77,0.36,0.35,0.71,0.16,0.61,0.69,1
589,0.91,0.11,0.09,0.46,0.53,0.32,0.31,0.08,0.96,0.05,0.39,0.51,0.56,0.55,1.0,0.6,0.11,0.72,0.22,0.67,0
590,0.98,0.63,0.35,1.0,0.39,0.87,0.55,0.0,0.1,0.76,0.73,0.39,0.74,0.76,0.99,0.61,0.81,0.96,0.76,0.9,0
591,0.86,0.28,0.58,0.28,0.92,0.81,0.79,0.18,0.12,0.26,0.16,0.51,0.28,0.06,0.37,0.62,0.06,0.75,0.71,0.71,0
592,0.5,0.04,0.65,0.04,0.58,0.54,0.77,0.49,0.12,0.99,0.41,0.43,0.5,0.56,0.24,0.57,0.77,0.15,0.02,0.26,1
593,0.68,0.23,0.49,0.0,0.51,0.48,0.66,0.96,0.01,1.0,0.43,0.38,0.51,0.02,0.64,0.22,0.11,0.57,0.04,0.42,1
594,0.91,0.09,0.44,0.8,0.9,0.44,0.72,0.71,0.07,0.73,0.57,0.94,0.74,0.05,0.82,0.97,0.68,0.7,0.86,0.03,0
595,0.97,0.87,0.54,0.25,0.48,0.31,0.87,0.83,0.9,0.98,0.59,0.25,0.27,0.3,0.22,0.0,0.59,0.51,0.21,0.59,1
596,0.31,0.56,0.36,0.25,0.13,0.91,0.32,0.59,0.8,0.25,0.27,0.23,0.86,0.52,0.92,0.5,0.68,0.54,0.29,0.37,1
597,0.47,0.69,0.95,0.22,0.56,0.81,0.64,0.22,0.78,0.32,0.37,0.76,0.8,0.69,0.21,0.9,0.13,0.05,0.37,0.34,1
598,0.63,0.17,0.6,0.26,0.13,0.36,0.68,0.28,0.52,0.55,0.03,0.72,0.22,0.07,0.32,0.3,0.28,0.53,0.94,0.81,1
599,0.29,0.34,0.27,0.31,0.67,0.86,0.82,0.95,0.63,0.05,0.13,0.88,0.01,0.54,0.47,0.82,0.89,0.42,0.8,0.03,1
600,0.58,0.05,0.33,0.23,0.85,0.65,0.32,0.01,0.18,0.84,0.1,0.94,0.5,0.93,0.6,0.04,0.52,0.66,0.57,0.58,0
601,0.5,0.15,1.0,0.27,0.5,0.11,0.75,0.61,0.24,0.61,0.04,0.75,0.39,0.26,0.33,0.51,0.38,0.71,0.34,0.37,1
602,0.25,0.38,0.14,0.57,0.49,0.19,0.68,0.28,0.58,1.0,0.18,0.98,0.49,0.44,0.94,0.81,0.58,0.58,0.43,0.92,1
603,0.86,0.29,0.62,0.92,0.75,0.04,0.27,0.85,0.43,0.78,0.11,0.02,0.86,0.86,0.28,0.3,0.77,0.95,0.28,0.67,1
604,0.82,0.37,0.92,0.29,0.1,0.92,0.72,0.6,0.51,0.81,0.26,0.65,0.81,0.04,0.52,0.88,0.05,0.3,0.99,0.67,1
605,0.79,0.84,0.82,0.51,0.89,0.2,0.56,0.21,0.81,0.19,0.63,0.84,0.84,0.31,0.15,0.14,0.06,0.66,0.74,0.73,1
606,0.97,0.4,0.3,0.19,0.04,0.13,0.6,0.32,0.87,0.51,0.44,0.7,0.58,0.13,0.3,0.42,0.61,0.86,0.31,0.59,0
607,0.77,0.09,0.09,0.23,0.69,0.66,0.55,0.91,0.24,0.83,0.58,0.05,0.09,0.29,0.44,0.4,0.04,0.75,0.49,0.48,1
608,0.91,0.19,0.5,0.02,0.38,0.08,0.04,0.1,0.69,0.31,0.84,0.49,0.42,0.85,0.31,0.98,0.96,0.65,1.0,0.24,0
609,0.32,0.83,0.41,0.12,0.74,0.52,0.6,0.53,0.32,0.13,0.12,0.05,0.83,0.29,0.17,1.0,0.36,0.41,0.52,0.89,0
610,0.9,0.17,0.33,0.42,0.17,0.68,0.68,0.88,0.05,0.6,0.34,0.9,0.24,0.36,0.46,0.42,0.01,0.32,0.76,0.13,0
611,0.59,0.99,0.42,0.71,0.1,0.79,0.12,0.89,0.7,0.18,0.55,0.26,0.92,0.37,0.81,0.22,0.98,0.13,0.6,0.73,0
612,0.73,0.77,0.77,0.41,0.07,0.49,0.06,0.5,0.35,0.84,0.55,0.02,0.48,0.77,0.74,0.26,0.79,0.5,0.82,0.71,0
613,0.48,0.06,0.24,0.64,0.51,0.4,0.05,0.62,0.1,0.1,0.44,0.54,0.96,0.6,0.24,0.12,0.95,0.26,0.9,0.76,0
614,0.75,0.32,0.44,0.04,0.2,0.64,0.98,0.89,0.74,0.42,0.49,0.32,0.22,0.18,0.45,0.98,0.16,0.17,0.25,0.52,1
615,0.9,0.85,0.6,0.76,0.52,1.0,0.41,0.81,0.92,0.54,0.75,0.09,0.18,0.75,0.4,0.86,0.27,0.33,0.88,0.07,1
616,0.71,0.59,0.83,0.4,0.89,0.79,0.55,0.39,0.37,0.59,0.06,0.66,0.61,0.33,0.23,0.01,0.3,0.7,0.14,0.88,0
617,0.84,0.48,0.36,1.0,0.26,0.99,0.92,0.63,0.79,0.17,0.64,0.76,0.31,0.16,0.27,0.04,0.2,0.41,0.89,0.1,0
618,0.62,0.92,0.21,0.51,0.46,0.57,0.33,0.62,0.06,0.39,0.6,0.82,0.23,0.47,0.96,0.51,0.38,0.99,0.76,0.91,1
619,0.98,0.01,0.95,0.52,0.9,0.15,0.01,0.42,0.76,0.6,0.07,0.51,0.26,0.96,0.13,0.58,0.41,0.7,0.68,0.63,0
620,0.99,0.61,0.73,0.45,0.93,0.9,0.48,0.18,0.84,0.63,0.28,0.46,0.92,0.73,0.7,0.87,0.96,0.64,0.49,0.2,1
621,0.93,0.37,0.2,0.31,0.95,0.59,0.23,0.1,0.56,0.37,0.06,0.83,0.46,0.45,0.52,0.81,0.26,0.38,0.6,0.45,1
622,0.85,0.28,0.63,0.02,0.08,0.14,0.0,0.57,0.67,0.22,0.54,0.31,0.09,0.07,0.61,0.55,0.79,0.74,0.65,0.16,0
623,0.51,0.94,0.27,0.78,0.85,0.51,0.55,0.53,0.72,0.4,0.16,0.54,0.96,0.68,0.34,0.68,0.32,0.5,0.64,0.94,0
624,0.71,0.59,0.69,0.77,0.28,0.98,0.81,0.94,0.27,0.72,0.54,0.49,0.04,0.45,0.65,0.9,0.77,0.97,0.24,0.76,1
625,0.9,0.86,0.78,0.16,0.77,0.62,0.39,0.53,0.01,0.23,0.68,0.76,0.74,0.33,0.05,0.72,0.83,0.23,0.83,0.89,0
626,0.7,0.33,0.13,0.19,0.14,0.48,0.75,0.25,0.68,0.68,0.44,0.83,1.0,0.7,0.17,0.06,0.54,0.53,0.68,0.81,1
627,0.98,0.33,0.29,0.17,0.07,0.85,0.73,0.01,0.52,0.76,0.86,0.62,0.02,0.72,0.33,0.0,0.79,0.53,0.21,0.12,0
628,0.5,0.31,0.18,0.31,0.53,0.47,0.38,0.93,0.34,0.23,0.0,0.72,0.54,0.98,0.18,0.56,0.53,0.01,0.43,0.37,1
629,0.35,0.37,0.56,0.11,0.18,0.72,0.52,0.51,0.49,0.82,0.11,0.93,0.71,0.31,0.99,0.7,0.86,0.48,0.39,0.54,1
630,0.68,0.34,0.54,1.0,0.26,0.46,0.44,0.27,0.56,0.12,0.35,0.79,0.11,0.22,0.35,0.44,0.69,0.03,0.3,0.36,1
631,0.58,0.67,0.19,0.76,0.96,0.36,0.45,0.79,0.2,0.11,0.29,0.65,0.67,0.35,0.5,0.41,0.61,1.0,0.23,0.68,1
632,0.94,0.95,0.54,0.35,0.47,0.41,0.08,0.15,0.24,0.95,0.69,0.87,0.54,0.11,0.42,0.68,0.46,0.2,0.37,0.99,1
633,0.28,0.26,0.38,0.61,0.05,0.06,0.34,0.35,0.17,0.89,0.25,0.43,0.43,0.78,0.2,0.64,0.31,0.03,0.88,0.66,1
634,0.5,0.58,0.3,0.85,0.51,0.59,0.45,0.98,0.85,0.74,0.41,0.29,0.8,0.2,0.79,0.3,0.94,0.12,0.54,0.69,1
635,0.26,0.42,0.27,0.28,0.16,0.17,0.47,0.13,0.71,0.25,0.06,0.26,0.6,0.06,0.72,0.63,0.35,0.84,0.36,0.88,0
636,0.12,0.8,0.18,0.9,0.6,0.38,0.55,0.37,0.72,0.06,0.09,0.42,0.66,0.88,0.72,0.92,0.11,0.12,0.78,0.95,1
637,0.34,0.4,0.99,0.52,0.81,0.08,0.42,0.5,0.41,0.38,0.27,0.47,0.44,0.13,0.91,0.88,0.24,0.89,0.49,0.69,1
638,0.38,0.81,0.49,0.04,0.66,0.9,0.48,0.1,0.65,0.1,0.14,0.06,0.08,0.65,0.81,0.18,0.94,0.75,0.43,0.72,0
639,0.57,0.62,0.8,0.04,0.45,0.44,1.0,0.97,0.19,0.52,0.5,0.93,0.71,0.15,0.76,0.71,0.66,0.38,0.53,0.36,1
640,0.92,0.83,0.52,0.78,0.6,0.63,0.24,0.61,0.55,0.77,0.37,0.58,0.63,0.28,0.58,0.08,0.29,0.77,0.17,0.61,1
641,0.75,0.32,0.41,0.83,0.89,0.47,0.42,0.24,0.75,0.35,0.71,0.9,0.93,0.71,0.65,0.78,0.83,0.24,0.11,0.84,0
642,0.25,0.12,0.69,0.82,0.79,0.2,0.0,0.82,0.31,0.93,0.22,0.31,0.52,0.8,0.0,0.36,0.65,0.21,0.27,0.88,0
643,0.5,0.18,0.16,0.7,0.71,0.51,0.13,0.8,0.97,0.32,0.46,0.63,0.37,0.99,0.56,0.11,0.11,0.7,0.16,0.33,1
644,0.92,0.94,0.61,0.67,0.92,0.36,0.55,0.62,0.99,0.33,0.12,0.29,0.67,0.76,0.86,0.15,0.49,0.75,0.43,0.69,0
645,0.61,0.17,0.92,0.24,0.25,0.27,0.23,1.0,0.76,0.27,0.11,0.25,0.71,0.85,0.89,0.08,0.65,0.34,0.8,0.1,0
646,0.55,0.11,0.34,0.95,0.84,0.7,0.38,0.85,0.62,0.61,0.26,0.93,0.23,0.83,0.35,0.28,0.59,0.91,0.19,0.75,1
647,0.39,0.22,0.65,0.83,0.05,0.65,0.32,0.66,0.76,0.89,0.13,0.11,0.83,0.46,0.39,0.42,0.36,0.19,0.0,0.47,1
648,0.83,0.96,0.19,0.56,0.79,0.37,0.24,0.76,0.6,0.74,0.44,0.82,0.22,0.46,0.15,0.43,0.54,0.38,0.18,0.03,1
649,0.58,0.0,0.06,0.23,0.92,0.12,0.41,0.75,0.77,0.84,0.55,0.94,0.34,0.88,0.31,0.39,0.77,0.7,0.64,0.73,0
650,0.9,0.94,0.55,0.56,0.6,0.23,0.24,0.89,0.05,0.96,0.64,0.75,0.73,0.98,0.46,0.34,0.7,0.94,0.4,0.65,1
651,0.54,0.15,0.44,0.52,0.71,0.83,0.03,0.03,0.97,0.44,0.22,0.81,0.51,0.41,0.58,0.7,0.62,0.92,0.63,0.65,0
652,0.93,0.73,0.18,0.04,0.79,0.86,0.82,0.5,0.37,0.4,0.12,0.85,0.7,0.23,0.89,1.0,0.37,0.25,0.39,0.89,1
653,0.81,0.78,0.28,0.75,0.94,0.61,0.36,0.47,0.81,0.37,0.26,0.31,0.78,0.89,0.71,0.88,0.74,0.39,0.32,0.5,1
654,0.45,0.58,0.86,0.96,0.4,0.78,0.28,0.72,0.44,0.71,0.22,0.46,0.65,0.92,0.0,0.34,0.08,0.48,0.81,0.02,1
655,0.46,0.27,0.37,0.11,0.32,0.64,0.12,0.67,0.47,0.85,0.02,0.45,0.16,0.58,0.98,0.65,0.44,0.97,0.59,0.94,1
656,0.16,0.13,0.54,0.61,0.96,0.56,0.1,0.31,0.67,1.0,0.15,0.06,0.52,0.4,0.81,0.08,0.99,0.15,0.34,0.47,1
657,0.94,0.84,0.29,0.0,0.24,0.05,0.07,0.85,0.28,0.38,0.69,0.28,0.73,0.23,0.83,0.21,1.0,0.77,0.49,0.66,0
658,0.44,0.77,0.27,0.04,0.16,0.78,0.53,0.37,0.12,0.78,0.4,0.12,0.83,0.07,0.87,0.45,0.36,0.77,0.71,0.99,0
